,item,prog_human,mant_human,prot_human,is_prototype,weight,Unnamed: 0,source,paraphrase_0,extract
208,"We must heed the call to care for our veterans, as demonstrated by Abraham Lincoln's unwavering dedication to their well-being.",0.8928571428571429,0.4642857142857143,0.5714285714285714,,1.9302325581395348,20.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We must prioritize military and veterans' healthcare as the most effective means of addressing mental health challenges."",     ""Advancements in medical technology and prosthetics should be prioritized to support veterans' recovery and reintegration."",     ""Trauma and eye injury treatment should be prioritized to ensure the well-being of our brave veterans."",     ""We must heed the call to care for our veterans, as demonstrated by Abraham Lincoln's unwavering dedication to their well-being."",     ""We must strive to ensure that military and veterans' healthcare is accessible and comprehensive to all those who need it.""   ] } ","We must heed the call to care for our veterans, as demonstrated by Abraham Lincoln's unwavering dedication to their well-being."
209,We must strive to ensure that military and veterans' healthcare is accessible and comprehensive to all those who need it.,0.8928571428571429,0.4642857142857143,0.5714285714285714,,1.9302325581395348,20.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We must prioritize military and veterans' healthcare as the most effective means of addressing mental health challenges."",     ""Advancements in medical technology and prosthetics should be prioritized to support veterans' recovery and reintegration."",     ""Trauma and eye injury treatment should be prioritized to ensure the well-being of our brave veterans."",     ""We must heed the call to care for our veterans, as demonstrated by Abraham Lincoln's unwavering dedication to their well-being."",     ""We must strive to ensure that military and veterans' healthcare is accessible and comprehensive to all those who need it.""   ] } ",We must strive to ensure that military and veterans' healthcare is accessible and comprehensive to all those who need it.
210,The future of American agriculture is uncertain due to the aging population of farmers.,0.3571428571428571,0.5714285714285714,0.8214285714285714,,1.9302325581395348,125.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""Uncertainty is threatening the survival of our nation's farmers. America's growers and farmers are aging and much of America's farmland will be passed to the next generation of farmers with families."",   ""paraphrases"": [     ""The future of American agriculture is uncertain due to the aging population of farmers."",     ""The future of American farming is in jeopardy as the number of farmers declines."",     ""The sustainability of American agriculture is threatened by the aging workforce."",     ""The future of American agriculture is uncertain due to the lack of young farmers."",     ""The future of American agriculture is uncertain as the number of farmers continues to decline.""   ] } ",The future of American agriculture is uncertain due to the aging population of farmers.
211,The future of American farming is in jeopardy as the number of farmers declines.,0.3571428571428571,0.5714285714285714,0.8214285714285714,,1.9302325581395348,125.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""Uncertainty is threatening the survival of our nation's farmers. America's growers and farmers are aging and much of America's farmland will be passed to the next generation of farmers with families."",   ""paraphrases"": [     ""The future of American agriculture is uncertain due to the aging population of farmers."",     ""The future of American farming is in jeopardy as the number of farmers declines."",     ""The sustainability of American agriculture is threatened by the aging workforce."",     ""The future of American agriculture is uncertain due to the lack of young farmers."",     ""The future of American agriculture is uncertain as the number of farmers continues to decline.""   ] } ",The future of American farming is in jeopardy as the number of farmers declines.
212,The sustainability of American agriculture is threatened by the aging workforce.,0.3571428571428571,0.5714285714285714,0.8214285714285714,,1.9302325581395348,125.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""Uncertainty is threatening the survival of our nation's farmers. America's growers and farmers are aging and much of America's farmland will be passed to the next generation of farmers with families."",   ""paraphrases"": [     ""The future of American agriculture is uncertain due to the aging population of farmers."",     ""The future of American farming is in jeopardy as the number of farmers declines."",     ""The sustainability of American agriculture is threatened by the aging workforce."",     ""The future of American agriculture is uncertain due to the lack of young farmers."",     ""The future of American agriculture is uncertain as the number of farmers continues to decline.""   ] } ",The sustainability of American agriculture is threatened by the aging workforce.
213,The future of American agriculture is uncertain due to the lack of young farmers.,0.3571428571428571,0.5714285714285714,0.8214285714285714,,1.9302325581395348,125.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""Uncertainty is threatening the survival of our nation's farmers. America's growers and farmers are aging and much of America's farmland will be passed to the next generation of farmers with families."",   ""paraphrases"": [     ""The future of American agriculture is uncertain due to the aging population of farmers."",     ""The future of American farming is in jeopardy as the number of farmers declines."",     ""The sustainability of American agriculture is threatened by the aging workforce."",     ""The future of American agriculture is uncertain due to the lack of young farmers."",     ""The future of American agriculture is uncertain as the number of farmers continues to decline.""   ] } ",The future of American agriculture is uncertain due to the lack of young farmers.
214,The future of American agriculture is uncertain as the number of farmers continues to decline.,0.3571428571428571,0.5714285714285714,0.8214285714285714,,1.9302325581395348,125.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paragraph"": ""Uncertainty is threatening the survival of our nation's farmers. America's growers and farmers are aging and much of America's farmland will be passed to the next generation of farmers with families."",   ""paraphrases"": [     ""The future of American agriculture is uncertain due to the aging population of farmers."",     ""The future of American farming is in jeopardy as the number of farmers declines."",     ""The sustainability of American agriculture is threatened by the aging workforce."",     ""The future of American agriculture is uncertain due to the lack of young farmers."",     ""The future of American agriculture is uncertain as the number of farmers continues to decline.""   ] } ",The future of American agriculture is uncertain as the number of farmers continues to decline.
215,We will actively counter any potential provocations from countries like North Korea by maintaining a strong military presence in Japan and the Korean Peninsula.,0.6071428571428571,0.7857142857142857,0.8571428571428571,,1.9302325581395348,53.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will actively counter any potential provocations from countries like North Korea by maintaining a strong military presence in Japan and the Korean Peninsula."",     ""We will strategically position our forces in key regions of Southeast Asia and Australia to deter any potential threats from neighboring countries."",     ""We will remain vigilant in monitoring and responding to any provocations from countries like North Korea, ensuring that we are prepared to defend our interests."",     ""We will maintain a robust military presence in Japan and the Korean Peninsula to deter any potential aggression from countries like North Korea."",     ""We will work closely with our allies and partners to ensure that we are able to effectively deter and defend against any potential provocations.""   ] } ",We will actively counter any potential provocations from countries like North Korea by maintaining a strong military presence in Japan and the Korean Peninsula.
216,We will strategically position our forces in key regions of Southeast Asia and Australia to deter any potential threats from neighboring countries.,0.6071428571428571,0.7857142857142857,0.8571428571428571,,1.9302325581395348,53.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will actively counter any potential provocations from countries like North Korea by maintaining a strong military presence in Japan and the Korean Peninsula."",     ""We will strategically position our forces in key regions of Southeast Asia and Australia to deter any potential threats from neighboring countries."",     ""We will remain vigilant in monitoring and responding to any provocations from countries like North Korea, ensuring that we are prepared to defend our interests."",     ""We will maintain a robust military presence in Japan and the Korean Peninsula to deter any potential aggression from countries like North Korea."",     ""We will work closely with our allies and partners to ensure that we are able to effectively deter and defend against any potential provocations.""   ] } ",We will strategically position our forces in key regions of Southeast Asia and Australia to deter any potential threats from neighboring countries.
217,"We will remain vigilant in monitoring and responding to any provocations from countries like North Korea, ensuring that we are prepared to defend our interests.",0.6071428571428571,0.7857142857142857,0.8571428571428571,,1.9302325581395348,53.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will actively counter any potential provocations from countries like North Korea by maintaining a strong military presence in Japan and the Korean Peninsula."",     ""We will strategically position our forces in key regions of Southeast Asia and Australia to deter any potential threats from neighboring countries."",     ""We will remain vigilant in monitoring and responding to any provocations from countries like North Korea, ensuring that we are prepared to defend our interests."",     ""We will maintain a robust military presence in Japan and the Korean Peninsula to deter any potential aggression from countries like North Korea."",     ""We will work closely with our allies and partners to ensure that we are able to effectively deter and defend against any potential provocations.""   ] } ","We will remain vigilant in monitoring and responding to any provocations from countries like North Korea, ensuring that we are prepared to defend our interests."
218,We will maintain a robust military presence in Japan and the Korean Peninsula to deter any potential aggression from countries like North Korea.,0.6071428571428571,0.7857142857142857,0.8571428571428571,,1.9302325581395348,53.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will actively counter any potential provocations from countries like North Korea by maintaining a strong military presence in Japan and the Korean Peninsula."",     ""We will strategically position our forces in key regions of Southeast Asia and Australia to deter any potential threats from neighboring countries."",     ""We will remain vigilant in monitoring and responding to any provocations from countries like North Korea, ensuring that we are prepared to defend our interests."",     ""We will maintain a robust military presence in Japan and the Korean Peninsula to deter any potential aggression from countries like North Korea."",     ""We will work closely with our allies and partners to ensure that we are able to effectively deter and defend against any potential provocations.""   ] } ",We will maintain a robust military presence in Japan and the Korean Peninsula to deter any potential aggression from countries like North Korea.
219,We will work closely with our allies and partners to ensure that we are able to effectively deter and defend against any potential provocations.,0.6071428571428571,0.7857142857142857,0.8571428571428571,,1.9302325581395348,53.0,AllTokensHumanScores2012.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will actively counter any potential provocations from countries like North Korea by maintaining a strong military presence in Japan and the Korean Peninsula."",     ""We will strategically position our forces in key regions of Southeast Asia and Australia to deter any potential threats from neighboring countries."",     ""We will remain vigilant in monitoring and responding to any provocations from countries like North Korea, ensuring that we are prepared to defend our interests."",     ""We will maintain a robust military presence in Japan and the Korean Peninsula to deter any potential aggression from countries like North Korea."",     ""We will work closely with our allies and partners to ensure that we are able to effectively deter and defend against any potential provocations.""   ] } ",We will work closely with our allies and partners to ensure that we are able to effectively deter and defend against any potential provocations.
220,Eine starke und nachhaltige Landwirtschaft ist für das Leben in Deutschland unerlässlich.,0.8285714285714285,0.5142857142857143,0.5142857142857143,,1.338709677419355,452.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Eine starke und nachhaltige Landwirtschaft ist für das Leben in Deutschland unerlässlich."",     ""Die Landwirtschaft ist für die Zukunft von Deutschland wichtig, da sie die Umwelt und die Ressourcen schon seit Jahrhunderten nutzt."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Wirtschaft und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Kultur und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Geschichte und ist für die Umwelt und die Gesellschaft wichtig.""   ] } ",Eine starke und nachhaltige Landwirtschaft ist für das Leben in Deutschland unerlässlich.
221,"Die Landwirtschaft ist für die Zukunft von Deutschland wichtig, da sie die Umwelt und die Ressourcen schon seit Jahrhunderten nutzt.",0.8285714285714285,0.5142857142857143,0.5142857142857143,,1.338709677419355,452.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Eine starke und nachhaltige Landwirtschaft ist für das Leben in Deutschland unerlässlich."",     ""Die Landwirtschaft ist für die Zukunft von Deutschland wichtig, da sie die Umwelt und die Ressourcen schon seit Jahrhunderten nutzt."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Wirtschaft und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Kultur und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Geschichte und ist für die Umwelt und die Gesellschaft wichtig.""   ] } ","Die Landwirtschaft ist für die Zukunft von Deutschland wichtig, da sie die Umwelt und die Ressourcen schon seit Jahrhunderten nutzt."
222,Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Wirtschaft und ist für die Umwelt und die Gesellschaft wichtig.,0.8285714285714285,0.5142857142857143,0.5142857142857143,,1.338709677419355,452.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Eine starke und nachhaltige Landwirtschaft ist für das Leben in Deutschland unerlässlich."",     ""Die Landwirtschaft ist für die Zukunft von Deutschland wichtig, da sie die Umwelt und die Ressourcen schon seit Jahrhunderten nutzt."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Wirtschaft und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Kultur und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Geschichte und ist für die Umwelt und die Gesellschaft wichtig.""   ] } ",Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Wirtschaft und ist für die Umwelt und die Gesellschaft wichtig.
223,Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Kultur und ist für die Umwelt und die Gesellschaft wichtig.,0.8285714285714285,0.5142857142857143,0.5142857142857143,,1.338709677419355,452.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Eine starke und nachhaltige Landwirtschaft ist für das Leben in Deutschland unerlässlich."",     ""Die Landwirtschaft ist für die Zukunft von Deutschland wichtig, da sie die Umwelt und die Ressourcen schon seit Jahrhunderten nutzt."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Wirtschaft und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Kultur und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Geschichte und ist für die Umwelt und die Gesellschaft wichtig.""   ] } ",Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Kultur und ist für die Umwelt und die Gesellschaft wichtig.
224,Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Geschichte und ist für die Umwelt und die Gesellschaft wichtig.,0.8285714285714285,0.5142857142857143,0.5142857142857143,,1.338709677419355,452.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Eine starke und nachhaltige Landwirtschaft ist für das Leben in Deutschland unerlässlich."",     ""Die Landwirtschaft ist für die Zukunft von Deutschland wichtig, da sie die Umwelt und die Ressourcen schon seit Jahrhunderten nutzt."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Wirtschaft und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Kultur und ist für die Umwelt und die Gesellschaft wichtig."",     ""Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Geschichte und ist für die Umwelt und die Gesellschaft wichtig.""   ] } ",Die Landwirtschaft ist ein wichtiger Bestandteil der deutschen Geschichte und ist für die Umwelt und die Gesellschaft wichtig.
225,Unser Ziel ist die solidarisch finanzierte Nulltarif im ÖPNV für alle.,0.8285714285714285,0.4571428571428572,0.3142857142857143,,1.338709677419355,458.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Unser Ziel ist die solidarisch finanzierte Nulltarif im ÖPNV für alle."",     ""Erste Schritte sind deutlich günstiger, als man erwartet."",     ""Der Preis für ein Jahresticket ist viel günstiger als man erwartet."",     ""Der ÖPNV bietet eine hervorragende Wertformel für alle, die sich für den ÖPNV interessiert."",     ""Der Nulltarif ist ein wichtiger Schritt auf dem Weg zur Förderung einer nachhaltigen Mobilität.""   ] } ",Unser Ziel ist die solidarisch finanzierte Nulltarif im ÖPNV für alle.
226,"Erste Schritte sind deutlich günstiger, als man erwartet.",0.8285714285714285,0.4571428571428572,0.3142857142857143,,1.338709677419355,458.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Unser Ziel ist die solidarisch finanzierte Nulltarif im ÖPNV für alle."",     ""Erste Schritte sind deutlich günstiger, als man erwartet."",     ""Der Preis für ein Jahresticket ist viel günstiger als man erwartet."",     ""Der ÖPNV bietet eine hervorragende Wertformel für alle, die sich für den ÖPNV interessiert."",     ""Der Nulltarif ist ein wichtiger Schritt auf dem Weg zur Förderung einer nachhaltigen Mobilität.""   ] } ","Erste Schritte sind deutlich günstiger, als man erwartet."
227,Der Preis für ein Jahresticket ist viel günstiger als man erwartet.,0.8285714285714285,0.4571428571428572,0.3142857142857143,,1.338709677419355,458.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Unser Ziel ist die solidarisch finanzierte Nulltarif im ÖPNV für alle."",     ""Erste Schritte sind deutlich günstiger, als man erwartet."",     ""Der Preis für ein Jahresticket ist viel günstiger als man erwartet."",     ""Der ÖPNV bietet eine hervorragende Wertformel für alle, die sich für den ÖPNV interessiert."",     ""Der Nulltarif ist ein wichtiger Schritt auf dem Weg zur Förderung einer nachhaltigen Mobilität.""   ] } ",Der Preis für ein Jahresticket ist viel günstiger als man erwartet.
228,"Der ÖPNV bietet eine hervorragende Wertformel für alle, die sich für den ÖPNV interessiert.",0.8285714285714285,0.4571428571428572,0.3142857142857143,,1.338709677419355,458.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Unser Ziel ist die solidarisch finanzierte Nulltarif im ÖPNV für alle."",     ""Erste Schritte sind deutlich günstiger, als man erwartet."",     ""Der Preis für ein Jahresticket ist viel günstiger als man erwartet."",     ""Der ÖPNV bietet eine hervorragende Wertformel für alle, die sich für den ÖPNV interessiert."",     ""Der Nulltarif ist ein wichtiger Schritt auf dem Weg zur Förderung einer nachhaltigen Mobilität.""   ] } ","Der ÖPNV bietet eine hervorragende Wertformel für alle, die sich für den ÖPNV interessiert."
229,Der Nulltarif ist ein wichtiger Schritt auf dem Weg zur Förderung einer nachhaltigen Mobilität.,0.8285714285714285,0.4571428571428572,0.3142857142857143,,1.338709677419355,458.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Unser Ziel ist die solidarisch finanzierte Nulltarif im ÖPNV für alle."",     ""Erste Schritte sind deutlich günstiger, als man erwartet."",     ""Der Preis für ein Jahresticket ist viel günstiger als man erwartet."",     ""Der ÖPNV bietet eine hervorragende Wertformel für alle, die sich für den ÖPNV interessiert."",     ""Der Nulltarif ist ein wichtiger Schritt auf dem Weg zur Förderung einer nachhaltigen Mobilität.""   ] } ",Der Nulltarif ist ein wichtiger Schritt auf dem Weg zur Förderung einer nachhaltigen Mobilität.
230,"Es ist gut, dass Länder und Bund gemeinsam Konjunkturprogramme zur Unterstützung der Arbeitslosen bekämpfen.",0.4857142857142857,0.4571428571428572,0.8857142857142858,,1.338709677419355,340.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Es ist gut, dass Länder und Bund gemeinsam Konjunkturprogramme zur Unterstützung der Arbeitslosen bekämpfen."",     ""Der Staat, der das Pariser Klimaabkommen unterzeichnet hat, muss bei staatlichen Hilfen die Folgen der Klimapolitik berücksichtigen."",     ""Die staatlichen Rettungen der Fluggesellschaften sollten strukturiert sein, um die Weiterentwicklung der Billigflieger zu ermöglichen."",     ""Es ist nicht sinnvoll, dass der Staat die Steuergelder der Fluggesellschaften direkt an die Arbeitslosen weitergibt, da dies eine unüberlegte und unzumutbare Verteilung der Verantwortung ist."",     ""Die Staatlichkeit der Hilfen und die Steuerung der Fluggesellschaften sollten so gestaltet sein, dass sie die Auswirkungen auf die Arbeitslosen und die Wirtschaft maximieren.""   ] } ","Es ist gut, dass Länder und Bund gemeinsam Konjunkturprogramme zur Unterstützung der Arbeitslosen bekämpfen."
231,"Der Staat, der das Pariser Klimaabkommen unterzeichnet hat, muss bei staatlichen Hilfen die Folgen der Klimapolitik berücksichtigen.",0.4857142857142857,0.4571428571428572,0.8857142857142858,,1.338709677419355,340.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Es ist gut, dass Länder und Bund gemeinsam Konjunkturprogramme zur Unterstützung der Arbeitslosen bekämpfen."",     ""Der Staat, der das Pariser Klimaabkommen unterzeichnet hat, muss bei staatlichen Hilfen die Folgen der Klimapolitik berücksichtigen."",     ""Die staatlichen Rettungen der Fluggesellschaften sollten strukturiert sein, um die Weiterentwicklung der Billigflieger zu ermöglichen."",     ""Es ist nicht sinnvoll, dass der Staat die Steuergelder der Fluggesellschaften direkt an die Arbeitslosen weitergibt, da dies eine unüberlegte und unzumutbare Verteilung der Verantwortung ist."",     ""Die Staatlichkeit der Hilfen und die Steuerung der Fluggesellschaften sollten so gestaltet sein, dass sie die Auswirkungen auf die Arbeitslosen und die Wirtschaft maximieren.""   ] } ","Der Staat, der das Pariser Klimaabkommen unterzeichnet hat, muss bei staatlichen Hilfen die Folgen der Klimapolitik berücksichtigen."
232,"Die staatlichen Rettungen der Fluggesellschaften sollten strukturiert sein, um die Weiterentwicklung der Billigflieger zu ermöglichen.",0.4857142857142857,0.4571428571428572,0.8857142857142858,,1.338709677419355,340.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Es ist gut, dass Länder und Bund gemeinsam Konjunkturprogramme zur Unterstützung der Arbeitslosen bekämpfen."",     ""Der Staat, der das Pariser Klimaabkommen unterzeichnet hat, muss bei staatlichen Hilfen die Folgen der Klimapolitik berücksichtigen."",     ""Die staatlichen Rettungen der Fluggesellschaften sollten strukturiert sein, um die Weiterentwicklung der Billigflieger zu ermöglichen."",     ""Es ist nicht sinnvoll, dass der Staat die Steuergelder der Fluggesellschaften direkt an die Arbeitslosen weitergibt, da dies eine unüberlegte und unzumutbare Verteilung der Verantwortung ist."",     ""Die Staatlichkeit der Hilfen und die Steuerung der Fluggesellschaften sollten so gestaltet sein, dass sie die Auswirkungen auf die Arbeitslosen und die Wirtschaft maximieren.""   ] } ","Die staatlichen Rettungen der Fluggesellschaften sollten strukturiert sein, um die Weiterentwicklung der Billigflieger zu ermöglichen."
233,"Es ist nicht sinnvoll, dass der Staat die Steuergelder der Fluggesellschaften direkt an die Arbeitslosen weitergibt, da dies eine unüberlegte und unzumutbare Verteilung der Verantwortung ist.",0.4857142857142857,0.4571428571428572,0.8857142857142858,,1.338709677419355,340.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Es ist gut, dass Länder und Bund gemeinsam Konjunkturprogramme zur Unterstützung der Arbeitslosen bekämpfen."",     ""Der Staat, der das Pariser Klimaabkommen unterzeichnet hat, muss bei staatlichen Hilfen die Folgen der Klimapolitik berücksichtigen."",     ""Die staatlichen Rettungen der Fluggesellschaften sollten strukturiert sein, um die Weiterentwicklung der Billigflieger zu ermöglichen."",     ""Es ist nicht sinnvoll, dass der Staat die Steuergelder der Fluggesellschaften direkt an die Arbeitslosen weitergibt, da dies eine unüberlegte und unzumutbare Verteilung der Verantwortung ist."",     ""Die Staatlichkeit der Hilfen und die Steuerung der Fluggesellschaften sollten so gestaltet sein, dass sie die Auswirkungen auf die Arbeitslosen und die Wirtschaft maximieren.""   ] } ","Es ist nicht sinnvoll, dass der Staat die Steuergelder der Fluggesellschaften direkt an die Arbeitslosen weitergibt, da dies eine unüberlegte und unzumutbare Verteilung der Verantwortung ist."
234,"Die Staatlichkeit der Hilfen und die Steuerung der Fluggesellschaften sollten so gestaltet sein, dass sie die Auswirkungen auf die Arbeitslosen und die Wirtschaft maximieren.",0.4857142857142857,0.4571428571428572,0.8857142857142858,,1.338709677419355,340.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paraphrases"": [     ""Es ist gut, dass Länder und Bund gemeinsam Konjunkturprogramme zur Unterstützung der Arbeitslosen bekämpfen."",     ""Der Staat, der das Pariser Klimaabkommen unterzeichnet hat, muss bei staatlichen Hilfen die Folgen der Klimapolitik berücksichtigen."",     ""Die staatlichen Rettungen der Fluggesellschaften sollten strukturiert sein, um die Weiterentwicklung der Billigflieger zu ermöglichen."",     ""Es ist nicht sinnvoll, dass der Staat die Steuergelder der Fluggesellschaften direkt an die Arbeitslosen weitergibt, da dies eine unüberlegte und unzumutbare Verteilung der Verantwortung ist."",     ""Die Staatlichkeit der Hilfen und die Steuerung der Fluggesellschaften sollten so gestaltet sein, dass sie die Auswirkungen auf die Arbeitslosen und die Wirtschaft maximieren.""   ] } ","Die Staatlichkeit der Hilfen und die Steuerung der Fluggesellschaften sollten so gestaltet sein, dass sie die Auswirkungen auf die Arbeitslosen und die Wirtschaft maximieren."
235,"Die Umwelt- und Klimaverschmutzung durch Kohleabbau ist eine dringende Herausforderung, die dringend gelöst werden muss.",0.5142857142857143,0.3999999999999999,0.7999999999999999,,1.338709677419355,448.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paragraph"": ""Die umwelt- und klimarelevanten Auswirkungen des Kohleausstiegs müssen dringend beachtet werden. Hierzu zählen ein neuer Flächenbedarf für den Abbau von Naturgips oder die Beeinträchtigung der Wasserqualität durch eine Flutung der Braunkohletagebaugebiete."",   ""paraphrases"": [     ""Die Umwelt- und Klimaverschmutzung durch Kohleabbau ist eine dringende Herausforderung, die dringend gelöst werden muss."",     ""Es ist wichtig, die Umwelt und die Klima zu schützen und die umweltverschmutzung zu bekämpfen."",     ""Die Kohleabbauabbauflächen müssen neu geschaffen werden, um die Umwelt zu schützen und die Wasserqualität zu verbessern."",     ""Die Braunkohletagebaugebiete müssen sorgfältig untersucht und geschützt werden, um die Umwelt und die Wasserqualität zu schützen."",     ""Es ist wichtig, die Umwelt und die Klima zu schützen und die Kohleabbauabbauflächen zu schließen, um die Umwelt zu schützen.""   ] } ","Die Umwelt- und Klimaverschmutzung durch Kohleabbau ist eine dringende Herausforderung, die dringend gelöst werden muss."
236,"Es ist wichtig, die Umwelt und die Klima zu schützen und die umweltverschmutzung zu bekämpfen.",0.5142857142857143,0.3999999999999999,0.7999999999999999,,1.338709677419355,448.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paragraph"": ""Die umwelt- und klimarelevanten Auswirkungen des Kohleausstiegs müssen dringend beachtet werden. Hierzu zählen ein neuer Flächenbedarf für den Abbau von Naturgips oder die Beeinträchtigung der Wasserqualität durch eine Flutung der Braunkohletagebaugebiete."",   ""paraphrases"": [     ""Die Umwelt- und Klimaverschmutzung durch Kohleabbau ist eine dringende Herausforderung, die dringend gelöst werden muss."",     ""Es ist wichtig, die Umwelt und die Klima zu schützen und die umweltverschmutzung zu bekämpfen."",     ""Die Kohleabbauabbauflächen müssen neu geschaffen werden, um die Umwelt zu schützen und die Wasserqualität zu verbessern."",     ""Die Braunkohletagebaugebiete müssen sorgfältig untersucht und geschützt werden, um die Umwelt und die Wasserqualität zu schützen."",     ""Es ist wichtig, die Umwelt und die Klima zu schützen und die Kohleabbauabbauflächen zu schließen, um die Umwelt zu schützen.""   ] } ","Es ist wichtig, die Umwelt und die Klima zu schützen und die umweltverschmutzung zu bekämpfen."
237,"Die Kohleabbauabbauflächen müssen neu geschaffen werden, um die Umwelt zu schützen und die Wasserqualität zu verbessern.",0.5142857142857143,0.3999999999999999,0.7999999999999999,,1.338709677419355,448.0,GermanHumanScores2021.csv,"{   ""language"": ""German"",   ""paragraph"": ""Die umwelt- und klimarelevanten Auswirkungen des Kohleausstiegs müssen dringend beachtet werden. Hierzu zählen ein neuer Flächenbedarf für den Abbau von Naturgips oder die Beeinträchtigung der Wasserqualität durch eine Flutung der Braunkohletagebaugebiete."",   ""paraphrases"": [     ""Die Umwelt- und Klimaverschmutzung durch Kohleabbau ist eine dringende Herausforderung, die dringend gelöst werden muss."",     ""Es ist wichtig, die Umwelt und die Klima zu schützen und die umweltverschmutzung zu bekämpfen."",     ""Die Kohleabbauabbauflächen müssen neu geschaffen werden, um die Umwelt zu schützen und die Wasserqualität zu verbessern."",     ""Die Braunkohletagebaugebiete müssen sorgfältig untersucht und geschützt werden, um die Umwelt und die Wasserqualität zu schützen."",     ""Es ist wichtig, die Umwelt und die Klima zu schützen und die Kohleabbauabbauflächen zu schließen, um die Umwelt zu schützen.""   ] } ","Die Kohleabbauabbauflächen müssen neu geschaffen werden, um die Umwelt zu schützen und die Wasserqualität zu verbessern."
